Entry_name,GH,PH_H1,GC_PreH1,DMY_H1_kgperha,PH_H2,GC_PreH2,DMY_H2_kgperha,PH_H3,GC_PreH3,DMY_H3_kgperha
G205,4.47,11.69,6.08,997.26,18.01,5.01,2021.18,25.78,4.06,2836.96
G206,2.79,13.33,6.01,935.77,17.58,3.54,2041.84,21.57,3.16,1825.6
G207,4.25,13.15,6.64,786.34,17.58,4.96,1858.09,21.55,5.14,1820.34
G208,3.12,15.12,6.57,1284,19.61,3.46,2242.21,20.24,3.46,2283.11
G209,3.18,15.37,6.46,1548.84,19.6,4.65,2748.56,22.87,3.02,2237.24
G210,3.14,15.99,6.3,972.61,21.1,4.44,2603.49,22.43,4.81,2857.97
G211,4.19,12.35,5.48,562.69,14.61,5.06,1356.97,27.16,6.18,3887.36
G212,3.64,15.28,6.3,1120.8,20.1,3.44,2629.95,25.1,3.81,2717.79
G213,2.96,15.64,7.18,870.42,27.87,5.69,4044.56,22.85,6.43,3931.19
G214,3.64,15.1,6.52,1073.38,17.58,4.55,2380.22,17.48,3.5,1098.67
G215,3.95,13.6,6.86,1179.92,19.33,4.97,2872.74,22.42,4.04,2071.42
G216,4.08,11.94,7.45,1235.69,21.55,5.96,3194.7,24.11,5.44,3524.09
G217,3.09,15.82,7.08,1728.43,17.65,4.07,1528.41,21.4,3.42,1289.8
G218,2.93,14.46,7.07,893.26,21.51,3.47,2777.12,23.24,2.91,1700.67
G219,2.75,16.36,6.59,879.65,25.66,3.98,2618.52,27.53,3.21,2077.81
G220,3.57,16.73,7.52,1715.41,20.56,3.95,2818.09,16.77,2.65,1816.85
G221,3,15.62,6.72,983.51,20.12,4.36,2203.18,23.62,3.35,2492.7
G222,3.26,16.36,6.33,1049.34,20.84,3.54,2053.85,22.14,4.04,2827.89
G223,3.38,14.23,7.12,1322.95,23.16,5.25,3164.79,29.36,6.08,4063.09
G224,2.99,17.96,6.02,1410.01,23.84,3.49,3317.47,25.25,2.41,1375.24
G225,2.55,19.09,5.59,1138.43,19.44,3,1789,22.47,2.39,1923
G226,3.09,15.96,6.35,978.93,18.82,4.47,2547.67,25.36,5.58,3533.81
G227,4.56,11.86,7.03,745.44,18.24,5.02,2086.29,26.74,4.03,3144.56
G228,3.6,14.34,7.1,1194.52,20.16,5.62,2353,28.33,6.35,4697.46
G229,4.99,9.9,6.02,1394.25,17.34,5.49,1452.31,25.75,4.41,2456.26
G230,5.48,10.57,6.44,483.38,17.13,6.51,2430.14,26.7,7.12,4488.48
G231,2.57,16.03,6.61,1684.57,20.73,3.05,2316.01,19.39,3.59,1982.44
G232,3.38,15.06,6.68,1650.52,20.76,3.09,3205.18,21.21,3.13,2092.48
G233,3.59,15.37,7.12,971.32,23.43,3.11,2545.25,25.73,2.33,2811.12
G234,3,13.39,6.49,993.07,16.13,4.41,1971.79,21.8,4.74,3860.29
G235,4.59,12.69,6.99,1006.31,16.37,6.47,2733.83,27.61,5.58,3315.48
G236,2.98,14.16,6.94,1338,19.18,4.45,3220.08,24.27,2.35,1455
G237,5.77,10.6,7.6,1255.26,12.58,5.97,1609.62,20.94,5.57,3038.12
G238,5.97,9.94,5.42,222.54,16.87,5.02,1887.3,24.91,4.44,2956.92
G239,5.36,8.48,5.33,693.13,15.89,5.64,1867.73,21.07,5.96,2903.12
G240,5.7,8.87,4.51,455.21,11.77,3.56,682.36,23.31,6.64,4058.08
G241,5.15,9.52,6.44,566.8,15.89,5.37,1673.39,28.4,5.47,1869.62
G242,4.59,11.59,5.44,533.23,16.89,4.01,1171.94,22.62,3.8,2142.19
G243,6.16,9.55,7.97,869.92,13.93,6.96,1697.14,27.21,5.44,3886.18
G244,4.93,9.64,5.34,759.49,16.5,3.97,1614.97,22.75,4.3,3544.69
G245,4.68,12.34,6.79,540.84,15.14,5.5,2150.72,28.32,5.31,3285.32
G246,5.18,10.69,7.21,1292.97,17.67,5.6,2869.46,25.51,7.27,3846.4
G247,4.49,12.46,6.88,1138.54,15.09,6.96,1657.83,20.66,8.03,4764.94
G248,5.4,10.66,5.59,331.65,12.37,5.51,1523.75,18.05,5.02,3177.16
G249,5.3,10.45,6.45,397.27,13.02,5.67,1515.58,21.38,5.55,3769.95
G250,4.65,11.8,6.5,569.32,15.62,4.91,1776.91,22.59,5.37,2950.94
G251,5.43,12.38,7.77,2107.83,17.9,6.2,3347.06,24.88,7.16,4928.86
G252,5.12,10.73,6.17,509.42,15.54,4.93,780.22,25.23,6.04,3462.66
G253,5.52,11.25,5.9,474.77,13.03,3.97,1548.88,25.96,3.06,2547.21
G254,5.9,10.54,6,827.32,14.55,5.11,1885.17,27.15,5.04,3040.38
G255,5.27,9.47,7.29,952.42,16.43,4.44,2013.73,20.2,4.85,2329.28
G256,4.55,11.67,6.52,990.19,17.06,5.09,2792.56,22.27,4.77,3046.71
G257,5.15,10.23,6.53,654.89,13.15,4.45,1097.54,25.27,4.97,3634.43
G258,4.62,11.23,6.17,1003.34,15.73,5.38,2211.4,20.5,6.71,3727.52
G259,5.59,9.74,5.85,702.58,15.03,5.16,1507.86,26.08,3.87,1949.7
G260,4.46,10.5,7.01,838.54,15.66,5.98,1728.04,31.81,4.14,2961.59
G261,5.55,9.09,6.06,378.92,13.78,5.86,911.94,20.47,4.35,1977.48
G262,5.7,10.31,5.92,548.31,14.67,4.86,1350.01,25.18,5.64,4039.84
G263,5.11,12.78,6.59,1218.42,16.71,5.93,2314.32,23.05,6.54,2671.5
G264,4.89,10.14,6.52,480.63,17.14,5.46,2196.52,24.04,5.39,3726.05
G265,5.9,11.5,6.88,1045.86,17.29,6.01,1370.37,24.62,7.49,4481.8
G266,4.71,10.51,6.94,919.01,17.21,5.96,3073.92,25.71,5.98,3460.54
G267,5.84,10.61,6.56,602.41,16.56,6.04,2312.81,23.77,5.16,3374.44
G268,5.53,9.19,5.86,515.79,12.35,5.43,1154.63,22.64,5.49,2780.37
G269,6,9.6,5.44,501.01,16.84,5.56,1143.09,29.29,5.91,2456.35
G270,5.03,11.1,6.62,690.05,15.96,5.49,981.73,27.94,5.46,3361.92
G271,5.28,11.32,5.92,524.4,15.01,5.17,2149.02,24.06,4.56,3964.97
G272,5.08,11.58,6.36,611.15,17.82,5.99,2462.49,25.44,4.86,3322.79
G273,5.15,8.32,5.94,472.95,14.89,4.87,1872.47,25.23,5.47,3518.7
G274,4.9,9.31,5.91,210.06,14.42,4.69,1568.45,22.57,4.6,2312.36
G275,6.29,8.76,5.84,596.18,14.82,4.92,1046.07,22.69,6.25,3805.46
G276,5.53,11.59,6.92,533.78,16.39,6.41,2443.47,27.57,6.32,4676
G277,6.41,9.64,6.14,307.71,11.07,5.15,891.29,23.01,6.45,3884.6
G278,5.19,12.55,6.98,885.05,14.78,6.56,1797.66,27.99,5.18,2824.08
G279,6.03,9.2,5.87,625.51,15.48,6,1287.25,22.58,4.57,3549.2
G280,4.35,10.91,6.19,362.25,18.04,5.4,2498.21,28.17,5.12,2549.77
G281,4.22,11.65,6.06,654.29,17.97,5.7,2032.62,27.1,6.07,3759.81
G282,5.53,9.49,6.53,337.75,13.16,5.41,1725.78,23.68,5.61,3050.51
G283,4.1,12.77,5.66,1019.8,19.6,4.21,3345.99,23.81,4.1,2817.42
G284,6.48,9.29,5.97,480.88,14.66,6.63,1876.95,27.39,6.38,2266.05
G285,6.43,8.92,6.57,105.75,11.68,3.97,835.51,20.74,4.91,2846.35
G286,5.21,8.33,5.85,619.95,12.17,4.99,1110.76,25.9,4.94,2895.94
G287,4.46,10.29,5.53,351.45,20.29,5.93,2228.36,26.9,5.53,2924.57
G288,5.36,10.54,6.33,615.09,18.22,5.14,1947.88,23.41,5.46,3046.43
G289,5.19,11.81,7.02,848.46,19.42,6.01,2288.59,32.21,5.61,3397.06
G290,7.51,8.36,5.57,529.72,12.83,5.93,1657.26,23.11,5.59,2866.12
G291,5.42,9.76,4.72,NA,14.19,5.29,1224.47,19.42,3.12,2202.1
G292,4.93,10.21,5.42,868.3,10.74,5.08,1311.91,17.47,4.31,2278.01
G293,6.45,10.18,6.56,498.49,12.66,5.59,1862.89,24.32,4.6,3182.98
G294,6.02,9.84,6.84,281.32,12.62,5.96,1459.68,27.46,6.98,4632.18
G295,5.86,7.29,5.54,319.29,17.3,5.93,1830.89,24.76,5.81,2981.42
G296,4.58,10.43,7.04,858.43,17.33,5.38,1809.33,27.45,5.57,3909.32
G297,5.17,10.01,5.91,927.58,14.72,5.41,2332.87,29.01,3.86,3183.94
G298,7.33,7.88,6.16,398.07,13.32,5.99,1536.47,25.93,5.74,3756.12
G299,5.39,9.36,6.47,608.97,14.19,5.49,1335.62,23.85,5.93,2007.42
G300,4.38,10.85,6.64,838.86,18.1,4.9,2848.61,22.3,2.93,1862.29
G301,5.05,10.1,6.06,305.1,13.44,4.86,1273.52,24.97,3.85,2557.03
G302,5.35,9.32,5.63,277.58,13.15,4.96,1908.58,25.57,3.4,2470.91
G303,3.04,13.34,7.26,1603.05,18.77,3.26,1574.18,20.32,2.61,852.65
G304,5.2,11.42,5.51,551.79,17.27,5.56,1743.99,30.64,6.64,4372.62
G305,5.59,9.86,7,522.45,15.41,5.97,2598.14,20.67,4.92,3063
G306,3.91,14.27,6.28,1153.73,18.96,2.92,2596.85,22.26,4.9,3795.86
G307,4.13,13.91,7.58,1684.78,20.4,5.52,4006.27,26.15,4.66,3371.3
G308,5.43,10.7,7.03,631.25,16.94,5.97,1777.2,27.65,6.08,3535.76
G309,3.69,12.91,6.58,905.31,16.5,3.93,1887.81,23.23,4.47,3275.13
G310,5.05,10.77,6.57,663.44,12.51,5.06,1390.12,19.62,6.73,3370.15
G311,5.83,9.45,6.51,788.45,15.74,5.47,2066.25,24.71,5.13,3095.81
G312,4.75,11.24,7.32,1126.96,18.33,5.86,2514.07,20.98,6.63,3916.7
G313,3.52,13.05,6.75,1190.09,16.97,3.7,2119.42,17.74,2.92,2591.08
G314,4.84,12.03,6.69,775.17,17.49,6.03,2866.87,25.44,4.49,3620.42
G315,6.9,9.55,7.02,832.3,16.06,6.66,2339.74,20.42,7.47,4324.99
G316,5.02,11.94,6.3,414.33,17.65,4.1,1449.32,18.64,4.6,1753.94
G317,4.44,11.19,6.53,603.69,15.87,5.46,1802.03,26.14,5.07,2812.67
G318,5.15,9.03,6.5,483.82,14.45,5.91,1976.02,25.76,5.87,3309.74
G319,6.15,8.73,7.03,495.15,11.98,6.95,1276.01,23.27,7.97,5337.1
G320,4.59,11.77,6.25,555.63,18.52,5.47,2072.89,26.61,4.98,2716.37
G321,6.93,7.5,6.03,380.85,11.78,6.47,970.54,21.81,7.58,4188.34
G322,8.02,7.03,5.38,NA,14.23,5.7,1148.83,25.7,7.1,4373.28
G323,3.6,15.5,6.66,1002.48,21.41,4.87,1721.61,27.48,6.84,4292.12
G324,4.33,12.02,6.3,768.85,16.46,5.24,1965.92,22.79,3.22,2736.02
G325,5.23,11.09,5.57,590.93,19.65,5.12,2395.88,27.56,4.53,2753.5
G326,5.99,9.29,5.9,393.19,16.18,4.49,1578.78,26.73,3.37,1725.53
G327,4.91,9.83,5.17,357.39,16.49,4.65,1431.59,20.97,2.7,1415.14
G328,4.92,9.97,6.87,509.68,14.91,5.44,2155.78,26.67,4.54,3444.05
G329,4.99,12.04,6.47,522.34,16.36,5.46,2312.55,27.07,4.97,3570.37
G330,5.01,9.35,6.71,1125.64,10.6,4.92,898.51,23.78,5.42,3078.33
G331,4.99,12.27,6.2,609.91,14.87,4.56,1571.39,23.8,5.8,4342.2
G332,5.96,9.39,6,501.03,15.01,4.97,1645.93,23.81,5.5,2361.4
G333,4.85,11.87,7.1,940.8,16.76,5.12,2078.19,25.23,5.13,2736.65
G334,4.47,11.69,6.84,650.05,17.66,5.51,1816.36,26.62,5.96,4212.52
G335,6.45,9.31,6.16,589.85,16.98,5.94,1875.66,23.12,5.52,3287.23
G336,6.62,8.42,7.07,413.17,16.44,6.46,1195.8,28.74,4.96,3828.19
G337,5.06,10.01,5.5,446.09,16.01,4.45,1126.35,21.02,4.47,1777.09
G338,4.86,11.94,7.13,1302.41,15.7,5.53,2069.9,30.15,4.31,2427.49
G339,5.06,12.65,8.65,1348.54,22.13,7.2,4182.44,30.37,6.4,4879.2
G340,6.04,10.64,7.39,459.54,14.12,5.56,1758.99,22.35,4.22,2356.16
G341,5.22,12.07,6.43,410.51,16.8,5.42,1729.58,27.76,4.34,3490.96
G342,4.47,12.4,6.92,1057.89,18.49,4.55,2372.13,28.44,4.73,2876.28
G343,5.44,11.81,6,386.81,16.03,4.71,1583.79,23.39,5.48,3134.04
G344,5.55,10.63,6.52,653.81,19.06,5.59,2628.75,25.93,4.77,2690.2
G345,5.26,10.41,6.02,292.36,13.98,5.6,1440.64,24.03,5.88,2841.3
G346,4.34,11.57,7.06,834.04,16.89,5.04,1733.91,27.27,4.16,2827.77
G347,4.58,12.39,6.9,962.12,18.36,4.52,1988.82,26.55,4.16,2292.56
G348,5.94,9.23,5.65,662.27,19.69,6.55,3108.87,25.36,4.7,3258.52
G349,4.36,11.36,5.64,1039.52,14.94,4.02,1646.69,20.32,4.1,2905.73
G350,5.36,10.24,7.04,652.38,10.96,4.43,1035.12,21.09,4.81,3337.19
G351,6.05,9.97,4.98,336.58,14.27,5.96,2736.74,22.23,5.73,3378.04
G352,5.77,8.56,5.38,567.71,11.87,3.98,692.11,20.06,5.96,3286.01
G353,6.07,9.9,6.94,388.6,16.13,5.4,1728.74,28.99,4.89,4442.24
G354,4.62,10.63,6.42,1050.12,13.4,4.47,1587.82,17.73,4.01,2382.19
G355,4.66,9.69,6.32,809.96,16.02,5.48,1926.45,22.59,5.65,2861.43
G356,4.96,10.12,5.95,404.67,16.61,5.32,1523.83,24.22,6.07,2296.06
G357,4.63,10.67,5.78,638.65,15.15,4.6,1153.51,17.12,3.82,1829.47
G358,4.6,10.56,5.66,600.43,15.6,5.21,1458.46,24.98,4.6,3567.26
G359,5.07,11.94,6.52,307.61,15.29,5.96,1543.34,32.91,5.89,2986.26
G360,5.57,10.85,6.44,398.02,13.47,5.4,1066.37,25.15,6.39,4218.36
G361,5.07,9.27,6.44,507.82,13.37,4.42,1233.55,20.68,4.01,2713.2
G362,4.95,10.02,6.6,617.27,13.08,4.55,1011.58,23.44,6.26,3570.37
G363,3.8,13.8,6.45,1092.32,21.18,4.67,3315.58,26.88,5.55,3576.42
G364,5.25,13.31,6.41,1099.25,20.09,4.47,3571.72,28.87,4.09,3313.86
G365,5.03,11.02,5.98,969.3,14.69,4,877.96,21.77,5.62,2359.48
G366,5.42,9.33,6.99,265.53,14.61,5.84,1591.39,22.49,4.85,1801.67
G367,5.05,11.02,6.22,566.84,16.15,5.6,2447.83,22.21,4.69,3272.87
G368,5.31,9,5.06,411.88,11.92,4.45,972.09,22.35,5.28,2889.66
G369,3.95,13.35,6.61,841.25,16.7,5.49,1817.06,25.95,6.13,3649.13
G370,3.99,13.34,7.03,1264.97,17.9,5.91,1937.73,28.94,5.33,3890.17
G371,4.05,13.13,5.92,938.1,14.51,4.37,1486.21,22.29,5.01,2791.49
G372,5.13,9.68,6.57,807.45,15.1,5.06,1268.39,27.07,3.77,2892.78
G373,5.97,11.44,6.88,515.71,17.03,6.96,2569.4,29.95,5.76,3859.55
G374,5.98,11.08,6.44,447.13,15.18,5.45,2345.92,28.44,6.35,4020.04
G375,4.86,9.89,5.94,719.59,12.79,4.14,1214.46,28.86,5.39,3381.17
G376,5.03,12.89,7.04,1117.9,16.87,6.02,2280.16,29.46,4.74,3211.11
G377,4.97,9.93,5.97,541.83,18.42,5.38,2976.27,32.03,4.94,3251.22
G378,4.55,11.66,3.93,744.18,18.65,5.99,2639.93,28.37,6.77,5463.62
G379,5.45,9.29,6.24,405.69,16.58,5.81,1460.13,29.4,5.85,3524.98
G380,5.81,8.97,6.96,396.84,16.07,6.52,2660.4,27.89,6.1,4207.82
G381,5.98,8.21,6.88,623.66,12.94,6.56,1863.23,28.86,7.17,5286.09
G382,5.26,10.62,6.43,707.22,12.61,5.51,1967.8,23.13,5.52,3278.39
G383,5.44,10.24,5.5,191.57,13.2,5.71,2935.07,24.72,5.98,2875.2
G384,5.58,9.9,7.28,344.77,14.62,6.36,1424.43,22.04,4.98,3347.89
G385,6.7,7.76,6.92,262.15,11.01,5.86,1097.56,22.52,5.14,2851.97
G386,5.89,9.07,5.97,199.97,14.48,5.56,1273.97,31.27,6.7,4432.8
G387,6.07,8.73,5.76,NA,13.48,6.41,820.95,25.45,7.59,3674.4
G388,5.53,8.65,5.18,589.55,16.48,5.62,1301.64,27.9,5.44,2619.24
G389,5.16,10.95,6.42,387.74,14.48,5.49,1085.84,27.02,4.99,2098.93
G390,4.09,14.26,6.08,942.19,16.99,3.5,1211.25,26.46,4.63,3053.78
G391,5.51,8.02,4.96,287.02,17.32,4.36,1363.29,25.94,3.3,2225.09
G392,6.09,9.37,5.84,335.42,16.53,5.32,1513.65,25.75,3.42,2781.67
G393,5.86,10.28,6.06,603.45,17.9,5.64,1993.66,26.57,6.06,4990.36
G394,6.28,7.64,5.65,415.76,16.21,5.54,1606.59,28.61,3.6,3334.5
G395,5.4,10.14,7.05,434.35,18.33,5.9,2351.72,29.08,5.07,3998.05
G396,5.52,10.27,6.04,838.41,17.29,5.96,2780.19,28.3,5.89,3192.52
G397,5.49,9.34,5.89,507.15,16.29,5.48,2171.89,28.83,5.63,3310.59
G398,6.01,8.45,6.06,357.03,10.71,5.05,1050.1,23.79,5.11,3467.82
G399,5.82,10.18,7,867.86,17.56,6.09,2235.46,24.95,6.64,5515.38
G400,7.61,10.26,6.86,650.39,17.12,7.01,1951.86,29.7,6.7,4793.46
G401,6.51,8.63,6.02,734.77,17.19,6.1,1808.83,29.67,5.78,3049.34
G402,4.57,12.4,6.91,346.17,18.59,6.03,2807.85,28.77,5.97,3443.23
G403,4,10.16,6.35,455.16,15.36,5.03,1660.92,25.64,5.04,2531.75
G404,4.93,10.73,5.7,655.26,12.84,5.42,1798.26,22.28,6.6,4146.52
G405,3.51,12.83,7.05,1091.37,18.36,6.01,2193.05,21.69,7.18,3701.96
G406,3.86,13.17,6.49,1212.53,17.24,4.6,1954.99,22.38,5.35,1854.04
G407,4.01,13.68,6.93,899.31,16.69,5.56,1817.41,22.12,5.6,3943.58
G408,4.01,15.64,6.54,1601.13,22.86,4.96,2510.43,28.85,5.53,2742.25
G409,5.52,10.04,6.8,1200,13.65,4.1,1017.81,19.81,2.6,1134
